Date,Open,High,Low,Close,Adj Close,Volume
2016-01-29,47050.000000,47100.000000,44750.000000,45150.000000,45150.000000,2671618
2016-02-01,45000.000000,45050.000000,44000.000000,44500.000000,44500.000000,1788298
2016-02-02,43950.000000,44350.000000,43150.000000,43150.000000,43150.000000,1677658
2016-02-03,43350.000000,43600.000000,42650.000000,43550.000000,43550.000000,1342543
2016-02-04,44000.000000,44050.000000,43350.000000,43700.000000,43700.000000,1007889
2016-02-05,43600.000000,44950.000000,43500.000000,44450.000000,44450.000000,928773
2016-02-11,43700.000000,44300.000000,43150.000000,43550.000000,43550.000000,1196895
2016-02-12,43550.000000,46500.000000,43550.000000,46350.000000,46350.000000,2525402
2016-02-15,46550.000000,48200.000000,45600.000000,46550.000000,46550.000000,1723500
2016-02-16,46850.000000,47800.000000,45600.000000,47250.000000,47250.000000,1206897
2016-02-17,47300.000000,48150.000000,46800.000000,47850.000000,47850.000000,1070724
2016-02-18,47950.000000,48350.000000,47150.000000,47650.000000,47650.000000,1235190
2016-02-19,47650.000000,49800.000000,47650.000000,49000.000000,49000.000000,1618953
2016-02-22,48450.000000,49050.000000,47850.000000,48100.000000,48100.000000,899799
2016-02-23,48250.000000,48650.000000,47550.000000,48000.000000,48000.000000,814165
2016-02-24,47800.000000,47850.000000,47150.000000,47500.000000,47500.000000,760418
2016-02-25,47200.000000,48450.000000,46800.000000,47050.000000,47050.000000,1140473
2016-02-26,47050.000000,47400.000000,46850.000000,47100.000000,47100.000000,603672
2016-02-29,46500.000000,46650.000000,45800.000000,46100.000000,46100.000000,1419661
2016-03-02,46850.000000,48200.000000,46550.000000,47400.000000,47400.000000,1266712
2016-03-03,47950.000000,48400.000000,47400.000000,47950.000000,47950.000000,1023644
2016-03-04,47950.000000,47950.000000,47050.000000,47100.000000,47100.000000,826558
2016-03-07,47400.000000,47700.000000,47050.000000,47300.000000,47300.000000,478783
2016-03-08,47300.000000,48150.000000,47200.000000,47250.000000,47250.000000,717599
2016-03-09,47250.000000,48950.000000,47200.000000,48950.000000,48950.000000,1177847
2016-03-10,49100.000000,49100.000000,47900.000000,47900.000000,47900.000000,987720
2016-03-11,47550.000000,48400.000000,47550.000000,47900.000000,47900.000000,708646
2016-03-14,48350.000000,48900.000000,48050.000000,48700.000000,48700.000000,746845
2016-03-15,48100.000000,48300.000000,47150.000000,47150.000000,47150.000000,1020733
2016-03-16,47300.000000,47700.000000,47200.000000,47500.000000,47500.000000,464075
2016-03-17,47700.000000,48000.000000,47550.000000,47550.000000,47550.000000,768750
2016-03-18,47600.000000,48100.000000,47600.000000,47600.000000,47600.000000,884880
2016-03-21,47800.000000,49000.000000,47700.000000,48900.000000,48900.000000,1151499
2016-03-22,49000.000000,50800.000000,48650.000000,50800.000000,50800.000000,1638109
2016-03-23,50500.000000,50700.000000,49500.000000,49800.000000,49800.000000,822433
2016-03-24,50100.000000,50200.000000,49150.000000,49550.000000,49550.000000,746816
2016-03-25,49550.000000,49750.000000,48900.000000,49300.000000,49300.000000,406383
2016-03-28,49300.000000,49950.000000,48600.000000,48900.000000,48900.000000,506601
2016-03-29,48950.000000,50200.000000,48650.000000,50000.000000,50000.000000,787910
2016-03-30,50100.000000,50200.000000,49000.000000,49250.000000,49250.000000,894628
2016-03-31,49100.000000,49600.000000,48000.000000,48300.000000,48300.000000,1253633
2016-04-01,48300.000000,48350.000000,46950.000000,47050.000000,47050.000000,1335953
2016-04-04,46900.000000,46900.000000,45500.000000,45800.000000,45800.000000,1346034
2016-04-05,45350.000000,45950.000000,45200.000000,45450.000000,45450.000000,1049730
2016-04-06,45450.000000,45800.000000,45250.000000,45350.000000,45350.000000,899573
2016-04-07,45650.000000,46000.000000,45200.000000,45400.000000,45400.000000,801512
2016-04-08,45650.000000,45700.000000,45100.000000,45400.000000,45400.000000,931031
2016-04-11,45700.000000,46100.000000,45400.000000,45850.000000,45850.000000,718799
2016-04-12,45750.000000,46500.000000,45550.000000,46300.000000,46300.000000,817889
2016-04-14,46800.000000,48300.000000,46550.000000,48050.000000,48050.000000,2232728
2016-04-15,47650.000000,48350.000000,47650.000000,48150.000000,48150.000000,784142
2016-04-18,48650.000000,49700.000000,48400.000000,49050.000000,49050.000000,1239088
2016-04-19,49400.000000,49750.000000,48650.000000,48950.000000,48950.000000,819223
2016-04-20,49050.000000,49550.000000,48200.000000,48350.000000,48350.000000,651645
2016-04-21,48200.000000,49350.000000,48200.000000,49200.000000,49200.000000,762176
2016-04-22,49150.000000,49700.000000,48850.000000,49050.000000,49050.000000,490947
2016-04-25,49500.000000,49500.000000,48600.000000,48750.000000,48750.000000,416644
2016-04-26,49000.000000,50000.000000,48750.000000,49750.000000,49750.000000,989285
2016-04-27,49500.000000,50300.000000,48500.000000,48950.000000,48950.000000,1637645
2016-04-28,49350.000000,49500.000000,48000.000000,48200.000000,48200.000000,1158946
2016-04-29,48300.000000,48750.000000,47600.000000,47900.000000,47900.000000,1034075
2016-05-02,47400.000000,48300.000000,47150.000000,47900.000000,47900.000000,804342
2016-05-03,47900.000000,48000.000000,47250.000000,47550.000000,47550.000000,810793
2016-05-04,47050.000000,47450.000000,46550.000000,46900.000000,46900.000000,1388696
2016-05-09,47150.000000,47200.000000,46050.000000,46200.000000,46200.000000,828619
2016-05-10,46350.000000,47750.000000,46300.000000,47550.000000,47550.000000,1139366
2016-05-11,47750.000000,48000.000000,46950.000000,47150.000000,47150.000000,786604
2016-05-12,47000.000000,47400.000000,46750.000000,47000.000000,47000.000000,719586
2016-05-13,47000.000000,47450.000000,46650.000000,47000.000000,47000.000000,562057
2016-05-16,47000.000000,47150.000000,46350.000000,46500.000000,46500.000000,657961
2016-05-17,46600.000000,46700.000000,45800.000000,46100.000000,46100.000000,567254
2016-05-18,46200.000000,46250.000000,45700.000000,45950.000000,45950.000000,710520
2016-05-19,45900.000000,46850.000000,45700.000000,46650.000000,46650.000000,668216
